review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
Entrega rápida e produto de boa qualidade. Recomendo a quem tiver interessado.,"['Entrega', 'rápida', 'e', 'produto', 'de', 'boa', 'qualidade', '.', 'Recomendo', 'a', 'quem', 'tiver', 'interessado', '.']","['entrega', 'produto']","['rápida', 'boa qualidade']",['produto'],['recomendo'],,"[[0, 1], [3, 4]]","[[1, 2], [5, 7]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Muito bom produto. Só faltou mais uma entrada USB. Smart TV eficiente, imagem ótima, controle remoto simplificado e eficiente.","['Muito', 'bom', 'produto', '.', 'Só', 'faltou', 'mais', 'uma', 'entrada', 'USB', '.', 'Smart', 'TV', 'eficiente', ',', 'imagem', 'ótima', ',', 'controle', 'remoto', 'simplificado', 'e', 'eficiente', '.']","['produto', 'entrada usb', 'smart tv', 'imagem', 'controle remoto']","['muito bom', 'faltou mais uma', 'eficiente', 'ótima', 'simplificado e eficiente']",[],[],,"[[2, 3], [8, 10], [11, 13], [15, 16], [18, 20]]","[[0, 2], [5, 8], [13, 14], [16, 17], [20, 23]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O']"
"Pensei que seria mais moderna, que o controle já viria com tudo programado, como vi na propaganda,mias está funcionando bem.","['Pensei', 'que', 'seria', 'mais', 'moderna', ',', 'que', 'o', 'controle', 'já', 'viria', 'com', 'tudo', 'programado', ',', 'como', 'vi', 'na', 'propaganda', ',', 'mias', 'está', 'funcionando', 'bem', '.']",['controle'],['já viria com tudo programado'],"['produto', 'produto']","['pensei que seria mais moderna', 'funcionando bem']",,"[[8, 9]]","[[9, 14]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ótima compra! Recomendo! Chegou dentro do prazo previsto. Por ser Wi-Fi, pensei que ficaria travando, mas pelo contrário, funciona perfeitamente.","['Ótima', 'compra', '!', 'Recomendo', '!', 'Chegou', 'dentro', 'do', 'prazo', 'previsto', '.', 'Por', 'ser', 'Wi-Fi', ',', 'pensei', 'que', 'ficaria', 'travando', ',', 'mas', 'pelo', 'contrário', ',', 'funciona', 'perfeitamente', '.']",[],[],"['produto', 'entrega', 'produto']","['recomendo', 'chegou dentro do prazo', 'funciona perfeitamente']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Bom preço, smart com todas as vantagens de entrar na internet e assistir vídeos do youtube ou netflix, qualidade de imagem e som. Nada a reclamar.","['Bom', 'preço', ',', 'smart', 'com', 'todas', 'as', 'vantagens', 'de', 'entrar', 'na', 'internet', 'e', 'assistir', 'vídeos', 'do', 'youtube', 'ou', 'netflix', ',', 'qualidade', 'de', 'imagem', 'e', 'som', '.', 'Nada', 'a', 'reclamar', '.']","['preço', 'smart', 'imagem', 'som']","['bom', 'todas as vantagens', 'qualidade', 'qualidade']",['produto'],['nada a reclamar'],,"[[1, 2], [3, 4], [22, 23], [24, 25]]","[[0, 1], [5, 8], [20, 21], [20, 21]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"boa aparencia, excelente aquisição. foi entregue antes do prazo, muito bom.","['boa', 'aparencia', ',', 'excelente', 'aquisição', '.', 'foi', 'entregue', 'antes', 'do', 'prazo', ',', 'muito', 'bom', '.']",['aparencia'],['boa'],"['entrega', 'produto']","['antes do prazo', 'muito bom']",,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sansung marca que confio e recomendo. Estou muito feliz com esta tv. Parabens americanas e a sansung também.,"['Sansung', 'marca', 'que', 'confio', 'e', 'recomendo', '.', 'Estou', 'muito', 'feliz', 'com', 'esta', 'tv', '.', 'Parabens', 'americanas', 'e', 'a', 'sansung', 'também', '.']","['marca', 'marca', 'tv']","['confio', 'recomendo', 'muito feliz']",[],[],,"[[1, 2], [1, 2], [12, 13]]","[[3, 4], [5, 6], [8, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Eu gostei da Tv ótimo recursos e funcionalidade, a imagem é nítida e boa.","['Eu', 'gostei', 'da', 'Tv', 'ótimo', 'recursos', 'e', 'funcionalidade', ',', 'a', 'imagem', 'é', 'nítida', 'e', 'boa', '.']","['tv', 'recursos', 'funcionalidade', 'imagem']","['gostei', 'ótimo', 'ótimo', 'nítida e boa']",[],[],,"[[3, 4], [5, 6], [7, 8], [10, 11]]","[[1, 2], [4, 5], [4, 5], [12, 15]]","['O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"Excelente imagem e muito boa conectividade wifi, fácil instalação e configuração.","['Excelente', 'imagem', 'e', 'muito', 'boa', 'conectividade', 'wifi', ',', 'fácil', 'instalação', 'e', 'configuração', '.']","['imagem', 'conectividade wifi', 'instalação', 'configuração']","['excelente', 'muito boa', 'fácil', 'fácil']",[],[],,"[[1, 2], [5, 7], [9, 10], [11, 12]]","[[0, 1], [3, 5], [8, 9], [8, 9]]","['O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O']"
"Excelente produto, entregue antes do prazo anunciado, atendeu minhas expectativas,custo /beneficio excelente.","['Excelente', 'produto', ',', 'entregue', 'antes', 'do', 'prazo', 'anunciado', ',', 'atendeu', 'minhas', 'expectativas', ',', 'custo', '/beneficio', 'excelente', '.']","['produto', 'custo /beneficio']","['excelente', 'excelente']","['entrega', 'produto']","['antes do prazo', 'atendeu minhas expectativas']",,"[[1, 2], [13, 15]]","[[0, 1], [15, 16]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O']"
É uma ótima TV e recomendo a todos! Imagem e som perfeitos!!! Estou amando ver meus filmes e séries!!!,"['É', 'uma', 'ótima', 'TV', 'e', 'recomendo', 'a', 'todos', '!', 'Imagem', 'e', 'som', 'perfeitos', '!', '!', '!', 'Estou', 'amando', 'ver', 'meus', 'filmes', 'e', 'séries', '!', '!', '!']","['tv', 'tv', 'imagem', 'som']","['ótima', 'recomendo', 'perfeitos', 'perfeitos']",[],[],,"[[3, 4], [3, 4], [9, 10], [11, 12]]","[[2, 3], [5, 6], [12, 13], [12, 13]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"É uma mercadoria muito boa, chegou dentro do prazo,e estou satisfeita!","['É', 'uma', 'mercadoria', 'muito', 'boa', ',', 'chegou', 'dentro', 'do', 'prazo', ',', 'e', 'estou', 'satisfeita', '!']",['mercadoria'],['muito boa'],"['entrega', 'produto']","['chegou dentro do prazo', 'estou satisfeita']",,"[[2, 3]]","[[3, 5]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A imagem e os recursos da TV são bons, tem boa conectividade com a internet. Mas o som, parece de radinho de pilha, irritante.","['A', 'imagem', 'e', 'os', 'recursos', 'da', 'TV', 'são', 'bons', ',', 'tem', 'boa', 'conectividade', 'com', 'a', 'internet', '.', 'Mas', 'o', 'som', ',', 'parece', 'de', 'radinho', 'de', 'pilha', ',', 'irritante', '.']","['imagem', 'recursos', 'conectividade', 'som']","['bons', 'bons', 'boa', 'parece de radinho de pilha']",[],[],,"[[1, 2], [4, 5], [12, 13], [19, 20]]","[[8, 9], [8, 9], [11, 12], [21, 26]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tv perfeita , imagem boa , som bom , conexão rapida! Não tenho do que reclamar!","['Tv', 'perfeita', ',', 'imagem', 'boa', ',', 'som', 'bom', ',', 'conexão', 'rapida', '!', 'Não', 'tenho', 'do', 'que', 'reclamar', '!']","['tv', 'imagem', 'som', 'conexão']","['perfeita', 'boa', 'bom', 'rapida']",[],[],,"[[0, 1], [3, 4], [6, 7], [9, 10]]","[[1, 2], [4, 5], [7, 8], [10, 11]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV moderna leve, eficiente imagem perfeita, ideal para ambientes pequenos.","['TV', 'moderna', 'leve', ',', 'eficiente', 'imagem', 'perfeita', ',', 'ideal', 'para', 'ambientes', 'pequenos', '.']","['tv', 'imagem']","['moderna', 'perfeita']","['peso', 'consumo de energia']","['leve', 'eficiente']",,"[[0, 1], [5, 6]]","[[1, 2], [6, 7]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JÁ É A SEGUNDA QUE COMPRO. FORMIDÁVEL! Indico para todos e digo que vale à pen,"['JÁ', 'É', 'A', 'SEGUNDA', 'QUE', 'COMPRO', '.', 'FORMIDÁVEL', '!', 'Indico', 'para', 'todos', 'e', 'digo', 'que', 'vale', 'à', 'pen']",[],[],"['produto', 'produto']","['formidável', 'vale à pen']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Um pouco trabalhoso para ajustar os controles vindos de fábrica, mas depois de ajustados imagem, som etc ficam muito bons.","['Um', 'pouco', 'trabalhoso', 'para', 'ajustar', 'os', 'controles', 'vindos', 'de', 'fábrica', ',', 'mas', 'depois', 'de', 'ajustados', 'imagem', ',', 'som', 'etc', 'ficam', 'muito', 'bons', '.']","['controles', 'imagem', 'som']","['pouco trabalhoso para ajustar', 'muito bons', 'muito bons']",[],[],,"[[6, 7], [15, 16], [17, 18]]","[[1, 5], [20, 22], [20, 22]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"Processamento rápido após a primeira configuração, muito leve, excelente custo benefício.","['Processamento', 'rápido', 'após', 'a', 'primeira', 'configuração', ',', 'muito', 'leve', ',', 'excelente', 'custo', 'benefício', '.']","['processamento', 'custo benefício']","['rápido', 'excelente']",['peso'],['leve'],,"[[0, 1], [11, 13]]","[[1, 2], [10, 11]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']"
"Adorei, recomendo. Produto de ótima qualidade, leve e com designer atraente.","['Adorei', ',', 'recomendo', '.', 'Produto', 'de', 'ótima', 'qualidade', ',', 'leve', 'e', 'com', 'designer', 'atraente', '.']","['produto', 'designer']","['ótima qualidade', 'atraente']","['produto', 'produto', 'peso']","['adorei', 'recomendo', 'leve']",,"[[4, 5], [12, 13]]","[[6, 8], [13, 14]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
"Além de ser um super produto, o mesmo foi entregue em 6 dias corridos sendo que o prazo era de 39 dias úteis. Super recomendo. Loja Americanas Melhor Loja ❤❤","['Além', 'de', 'ser', 'um', 'super', 'produto', ',', 'o', 'mesmo', 'foi', 'entregue', 'em', '6', 'dias', 'corridos', 'sendo', 'que', 'o', 'prazo', 'era', 'de', '39', 'dias', 'úteis', '.', 'Super', 'recomendo', '.', 'Loja', 'Americanas', 'Melhor', 'Loja', '❤', '❤']",['produto'],['super'],"['entrega', 'produto']","['6 dias corridos', 'super recomendo']",,"[[5, 6]]","[[4, 5]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Gostei muito do aparelho. nada a reclamar. imagem e som muito bom. pretendo comprar outra.,"['Gostei', 'muito', 'do', 'aparelho', '.', 'nada', 'a', 'reclamar', '.', 'imagem', 'e', 'som', 'muito', 'bom', '.', 'pretendo', 'comprar', 'outra', '.']","['aparelho', 'imagem', 'som']","['gostei muito', 'muito bom', 'muito bom']",['produto'],['nada a reclamar'],,"[[3, 4], [9, 10], [11, 12]]","[[0, 2], [12, 14], [12, 14]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Otimo produto e entrega super rápida Qualidade e preço muito bons,"['Otimo', 'produto', 'e', 'entrega', 'super', 'rápida', 'Qualidade', 'e', 'preço', 'muito', 'bons']","['produto', 'entrega', 'preço']","['otimo', 'super rápida', 'muito bons']",['produto'],['qualidade'],,"[[1, 2], [3, 4], [8, 9]]","[[0, 1], [4, 6], [9, 11]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
Tv de otima qualidade recomendo imagem e som de otima qualidade.,"['Tv', 'de', 'otima', 'qualidade', 'recomendo', 'imagem', 'e', 'som', 'de', 'otima', 'qualidade', '.']","['tv', 'imagem', 'som']","['otima qualidade', 'otima qualidade', 'otima qualidade']",['produto'],['recomendo'],,"[[0, 1], [5, 6], [7, 8]]","[[2, 4], [2, 4], [9, 11]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
Excelente sintonia dos canais. Perfeita a conexão pelo wi fi. Net flix é tudo de bom. Recomendo. Samsung é Samsung.,"['Excelente', 'sintonia', 'dos', 'canais', '.', 'Perfeita', 'a', 'conexão', 'pelo', 'wi', 'fi', '.', 'Net', 'flix', 'é', 'tudo', 'de', 'bom', '.', 'Recomendo', '.', 'Samsung', 'é', 'Samsung', '.']","['sintonia', 'conexão']","['excelente', 'perfeita']",['produto'],['recomendo'],,"[[1, 2], [7, 8]]","[[0, 1], [5, 6]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gostei bastante. TV HD, muito boa imagem, o som não e muito bom, mas pro quarto tá legal. Da pra acessar ou tube, Netflix e muito mais. Legal.","['Gostei', 'bastante', '.', 'TV', 'HD', ',', 'muito', 'boa', 'imagem', ',', 'o', 'som', 'não', 'e', 'muito', 'bom', ',', 'mas', 'pro', 'quarto', 'tá', 'legal', '.', 'Da', 'pra', 'acessar', 'ou', 'tube', ',', 'Netflix', 'e', 'muito', 'mais', '.', 'Legal', '.']","['tv', 'imagem', 'som']","['hd', 'muito boa', 'não e muito bom']","['produto', 'produto']","['gostei bastante', 'legal']",,"[[3, 4], [8, 9], [11, 12]]","[[4, 5], [6, 8], [12, 16]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Muito boa,nao deixa nada a deseja funciona tudo netflix,youtube SMARTHUB,tudo perfeito bom demais,recomendo....","['Muito', 'boa', ',', 'nao', 'deixa', 'nada', 'a', 'deseja', 'funciona', 'tudo', 'netflix', ',', 'youtube', 'SMARTHUB', ',', 'tudo', 'perfeito', 'bom', 'demais', ',', 'recomendo', '....']",[],[],"['produto', 'produto']","['muito boa', 'recomendo']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ótima qualidade, leve, fácil para mecher funciona muito bem a netflix, YouTube, acesso a Internet... ponto negativo as vezes desliga sozinha... Ou da umas travadinha","['Ótima', 'qualidade', ',', 'leve', ',', 'fácil', 'para', 'mecher', 'funciona', 'muito', 'bem', 'a', 'netflix', ',', 'YouTube', ',', 'acesso', 'a', 'Internet', '...', 'ponto', 'negativo', 'as', 'vezes', 'desliga', 'sozinha', '...', 'Ou', 'da', 'umas', 'travadinha']",['acesso a internet'],['funciona muito bem'],"['produto', 'peso', 'usabilidade', 'produto', 'desempenho']","['ótima qualidade', 'leve', 'fácil para mecher', 'desliga sozinha', 'travadinha']",,"[[16, 19]]","[[8, 11]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A televisão é compacta e a imagem de alta qualidade.,"['A', 'televisão', 'é', 'compacta', 'e', 'a', 'imagem', 'de', 'alta', 'qualidade', '.']","['televisão', 'imagem']","['compacta', 'alta qualidade']",[],[],,"[[1, 2], [6, 7]]","[[3, 4], [8, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"Satisfeitíssima com o produto, estou muito feliz. Entrega muito rápida. Nota 10.","['Satisfeitíssima', 'com', 'o', 'produto', ',', 'estou', 'muito', 'feliz', '.', 'Entrega', 'muito', 'rápida', '.', 'Nota', '10', '.']","['produto', 'entrega']","['satisfeitíssima', 'muito rápida']",['produto'],['nota 10'],,"[[3, 4], [9, 10]]","[[0, 1], [10, 12]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
Muito boa a TV e a entrega bem antes do combinado.,"['Muito', 'boa', 'a', 'TV', 'e', 'a', 'entrega', 'bem', 'antes', 'do', 'combinado', '.']","['tv', 'entrega']","['muito boa', 'antes do combinado']",[],[],,"[[3, 4], [6, 7]]","[[0, 2], [8, 11]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"Produto de Boa qualidade, ótima imagem, o áudio deixa um pouco a desejar.","['Produto', 'de', 'Boa', 'qualidade', ',', 'ótima', 'imagem', ',', 'o', 'áudio', 'deixa', 'um', 'pouco', 'a', 'desejar', '.']","['produto', 'imagem', 'áudio']","['boa qualidade', 'ótima', 'deixa um pouco a desejar']",[],[],,"[[0, 1], [6, 7], [9, 10]]","[[2, 4], [5, 6], [10, 15]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"gostei muito, entregaram mesmo no domingo, excelente, agora posso ver vídeos do you tube sem pc, e ainda tem receptor de internet sem cabo, excelente.","['gostei', 'muito', ',', 'entregaram', 'mesmo', 'no', 'domingo', ',', 'excelente', ',', 'agora', 'posso', 'ver', 'vídeos', 'do', 'you', 'tube', 'sem', 'pc', ',', 'e', 'ainda', 'tem', 'receptor', 'de', 'internet', 'sem', 'cabo', ',', 'excelente', '.']",[],[],"['produto', 'entrega', 'conexão', 'produto']","['gostei muito', 'excelente', 'receptor de internet sem cabo', 'excelente']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Prática, excelente imagem! A entrega foi bem antes do programado!","['Prática', ',', 'excelente', 'imagem', '!', 'A', 'entrega', 'foi', 'bem', 'antes', 'do', 'programado', '!']","['imagem', 'entrega']","['excelente', 'antes do programado']",['usabilidade'],['prática'],,"[[3, 4], [6, 7]]","[[2, 3], [9, 12]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Boa smart TV, mas o som é fraco não parece realmente ter os 20w q propõe","['Boa', 'smart', 'TV', ',', 'mas', 'o', 'som', 'é', 'fraco', 'não', 'parece', 'realmente', 'ter', 'os', '20w', 'q', 'propõe']","['smart tv', 'som']","['boa', 'fraco']",[],[],,"[[1, 3], [6, 7]]","[[0, 1], [8, 9]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Parabens pra Sansung a smart tv eh tudo de bom e parabens as Americanas pelo atendimento nota 10 .,"['Parabens', 'pra', 'Sansung', 'a', 'smart', 'tv', 'eh', 'tudo', 'de', 'bom', 'e', 'parabens', 'as', 'Americanas', 'pelo', 'atendimento', 'nota', '10', '.']","['sansung', 'smart tv', 'atendimento']","['parabens', 'tudo de bom', 'nota 10']",[],[],,"[[2, 3], [4, 6], [15, 16]]","[[0, 1], [7, 10], [16, 18]]","['O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"TV EM GERAL MUITO BOA, FACIL ACESSO E BOA RESPOSTA DOS APPS. RESSALVO A QUALIDADE DO SOM, MUITO FRACO E ACABA SENDO NITIDO A BAIXA QUALIDADE EM SONS GRAVES.","['TV', 'EM', 'GERAL', 'MUITO', 'BOA', ',', 'FACIL', 'ACESSO', 'E', 'BOA', 'RESPOSTA', 'DOS', 'APPS', '.', 'RESSALVO', 'A', 'QUALIDADE', 'DO', 'SOM', ',', 'MUITO', 'FRACO', 'E', 'ACABA', 'SENDO', 'NITIDO', 'A', 'BAIXA', 'QUALIDADE', 'EM', 'SONS', 'GRAVES', '.']","['tv', 'apps', 'som', 'sons graves']","['muito boa', 'boa resposta', 'muito fraco', 'baixa qualidade']",['usabilidade'],['facil acesso'],,"[[0, 1], [12, 13], [18, 19], [30, 32]]","[[3, 5], [9, 11], [20, 22], [27, 29]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']"
"Tv com excelente qualidade, em cores brilho e som, e fácil conectividade com Youtub e Netflix. Pelo meno pra mim nota 10.","['Tv', 'com', 'excelente', 'qualidade', ',', 'em', 'cores', 'brilho', 'e', 'som', ',', 'e', 'fácil', 'conectividade', 'com', 'Youtub', 'e', 'Netflix', '.', 'Pelo', 'meno', 'pra', 'mim', 'nota', '10', '.']","['tv', 'cores', 'brilho', 'som']","['excelente qualidade', 'excelente qualidade', 'excelente qualidade', 'excelente qualidade']",['conexão'],['fácil conectividade'],,"[[0, 1], [6, 7], [7, 8], [9, 10]]","[[2, 4], [2, 4], [2, 4], [2, 4]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"EXCELENTE PRODUTO, DE QUALIDADE E COM ACOMPANHAMENTO DA LOJA. DA COMPRA ATÉ A ENTREGA. ENTREGA ANTES DA DATA PREVISTA.","['EXCELENTE', 'PRODUTO', ',', 'DE', 'QUALIDADE', 'E', 'COM', 'ACOMPANHAMENTO', 'DA', 'LOJA', '.', 'DA', 'COMPRA', 'ATÉ', 'A', 'ENTREGA', '.', 'ENTREGA', 'ANTES', 'DA', 'DATA', 'PREVISTA', '.']","['produto', 'entrega']","['excelente', 'antes da data prevista']",['produto'],['qualidade'],,"[[1, 2], [17, 18]]","[[0, 1], [18, 22]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
REALMENTE ERA O QUE EU ESPERAVA. TAMANHO E FUNÇOES IDEAIS PARA UMA TELEVISAO DE QUARTO. ALIAS TODAS AS TELEVISOES DE CASA SAO SANSUNG.,"['REALMENTE', 'ERA', 'O', 'QUE', 'EU', 'ESPERAVA', '.', 'TAMANHO', 'E', 'FUNÇOES', 'IDEAIS', 'PARA', 'UMA', 'TELEVISAO', 'DE', 'QUARTO', '.', 'ALIAS', 'TODAS', 'AS', 'TELEVISOES', 'DE', 'CASA', 'SAO', 'SANSUNG', '.']","['tamanho', 'funçoes']","['ideais', 'ideais']",[],[],,"[[7, 8], [9, 10]]","[[10, 11], [10, 11]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Fiz a compra e me surpreendi com o produto, muito bom, superou minha expectativa.","['Fiz', 'a', 'compra', 'e', 'me', 'surpreendi', 'com', 'o', 'produto', ',', 'muito', 'bom', ',', 'superou', 'minha', 'expectativa', '.']",['produto'],['surpreendi'],"['produto', 'produto']","['muito bom', 'superou minha expectativa']",,"[[8, 9]]","[[5, 6]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recomendo, foi tudo perfeito como eu esperava, tanto a loja como o ar condicionado, tudo otimo, por isso q compro nas Americanas,","['Recomendo', ',', 'foi', 'tudo', 'perfeito', 'como', 'eu', 'esperava', ',', 'tanto', 'a', 'loja', 'como', 'o', 'ar', 'condicionado', ',', 'tudo', 'otimo', ',', 'por', 'isso', 'q', 'compro', 'nas', 'Americanas', ',']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
