review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags,review_number,total_aspects,has_aspect,fold
"Produto de fácil manoseio e de boa qualidade,superou minhas expectativas.Samsung esta de parabéns.","['Produto', 'de', 'fácil', 'manoseio', 'e', 'de', 'boa', 'qualidade', ',', 'superou', 'minhas', 'expectativas', '.', 'Samsung', 'esta', 'de', 'parabéns', '.']","['manoseio', 'samsung']","['fácil', 'esta de parabéns']","['produto', 'produto']","['boa qualidade', 'superou minhas expectativas']",,"[[3, 4], [13, 14]]","[[2, 3], [14, 17]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",242,2,1,1
Aparelho muito bom e de fácil instalação. Além de ter chegado rápido,"['Aparelho', 'muito', 'bom', 'e', 'de', 'fácil', 'instalação', '.', 'Além', 'de', 'ter', 'chegado', 'rápido']","['aparelho', 'instalação']","['muito bom', 'fácil']",['entrega'],['chegado rápido'],,"[[0, 1], [6, 7]]","[[1, 3], [5, 6]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",232,2,1,1
TV de boa qualidade exceto o som que parece radinho de pilha lamentável.,"['TV', 'de', 'boa', 'qualidade', 'exceto', 'o', 'som', 'que', 'parece', 'radinho', 'de', 'pilha', 'lamentável', '.']","['tv', 'som']","['boa qualidade', 'parece radinho de pilha lamentável']",[],[],,"[[0, 1], [6, 7]]","[[2, 4], [8, 13]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",192,2,1,1
"Otima TV. Imagem excelente, bom boa definição, bom numero de entradas tanto HDMI quando USB ótima para colocar no quarto","['Otima', 'TV', '.', 'Imagem', 'excelente', ',', 'bom', 'boa', 'definição', ',', 'bom', 'numero', 'de', 'entradas', 'tanto', 'HDMI', 'quando', 'USB', 'ótima', 'para', 'colocar', 'no', 'quarto']","['tv', 'imagem', 'definição', 'entradas']","['otima', 'excelente', 'bom boa', 'bom numero']",[],[],,"[[1, 2], [3, 4], [8, 9], [13, 14]]","[[0, 1], [4, 5], [6, 8], [10, 12]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",222,4,1,1
TV de ótima qualidade dentro da sua categoria. A melhor relação custo x benefício pela pesquisa que fiz. Estou satisfeito!!,"['TV', 'de', 'ótima', 'qualidade', 'dentro', 'da', 'sua', 'categoria', '.', 'A', 'melhor', 'relação', 'custo', 'x', 'benefício', 'pela', 'pesquisa', 'que', 'fiz', '.', 'Estou', 'satisfeito', '!', '!']","['tv', 'custo x benefício']","['ótima', 'melhor relação']",['produto'],['estou satisfeito'],,"[[0, 1], [12, 15]]","[[2, 3], [10, 12]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",212,2,1,1
"Excelente pelo custo beneficio. A unica coisa que não gostei foi do áudio, poderia ser melhor.","['Excelente', 'pelo', 'custo', 'beneficio', '.', 'A', 'unica', 'coisa', 'que', 'não', 'gostei', 'foi', 'do', 'áudio', ',', 'poderia', 'ser', 'melhor', '.']","['custo beneficio', 'áudio']","['excelente', 'não gostei']",[],[],,"[[2, 4], [13, 14]]","[[0, 1], [9, 11]]","['O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",262,2,1,1
"Produto atendeu todas as minhas necessidades, entrega rápida, e estou muito satisfeita.","['Produto', 'atendeu', 'todas', 'as', 'minhas', 'necessidades', ',', 'entrega', 'rápida', ',', 'e', 'estou', 'muito', 'satisfeita', '.']","['produto', 'entrega']","['atendeu todas as minhas necessidades', 'rápida']",['produto'],['estou muito satisfeita'],,"[[0, 1], [7, 8]]","[[1, 6], [8, 9]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",756,2,1,1
"Nota 10 para a entrega, bem antes do prazo. A TV é boa, design moderno. Só deixa a desejar no volume.","['Nota', '10', 'para', 'a', 'entrega', ',', 'bem', 'antes', 'do', 'prazo', '.', 'A', 'TV', 'é', 'boa', ',', 'design', 'moderno', '.', 'Só', 'deixa', 'a', 'desejar', 'no', 'volume', '.']","['entrega', 'tv', 'design', 'volume']","['nota 10', 'boa', 'moderno', 'deixa a desejar']",[],[],,"[[4, 5], [12, 13], [16, 17], [24, 25]]","[[0, 2], [14, 15], [17, 18], [20, 23]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",333,4,1,1
"Tv maravilhosa, super leve e prática! Chegou SUPER antes do prazo. Em menos de uma semana estava em minha residência. Recomendo o produto! :)","['Tv', 'maravilhosa', ',', 'super', 'leve', 'e', 'prática', '!', 'Chegou', 'SUPER', 'antes', 'do', 'prazo', '.', 'Em', 'menos', 'de', 'uma', 'semana', 'estava', 'em', 'minha', 'residência', '.', 'Recomendo', 'o', 'produto', '!', ':)']","['tv', 'produto']","['maravilhosa', 'recomendo']","['peso', 'manuseio']","['super leve', 'prática']",,"[[0, 1], [26, 27]]","[[1, 2], [24, 25]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']",356,2,1,1
Adorei minha TV super recomendo e a entrega foi super rápida,"['Adorei', 'minha', 'TV', 'super', 'recomendo', 'e', 'a', 'entrega', 'foi', 'super', 'rápida']","['tv', 'entrega']","['adorei', 'super rápida']",['produto'],['super recomendo'],,"[[2, 3], [7, 8]]","[[0, 1], [9, 11]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",461,2,1,1
"Entrega super rápida, e frete super em conta. O som da TV é baixo, mas tambem depende do filme ou programa assistido.","['Entrega', 'super', 'rápida', ',', 'e', 'frete', 'super', 'em', 'conta', '.', 'O', 'som', 'da', 'TV', 'é', 'baixo', ',', 'mas', 'tambem', 'depende', 'do', 'filme', 'ou', 'programa', 'assistido', '.']","['entrega', 'frete', 'som']","['super rápida', 'em conta', 'baixo']",[],[],,"[[0, 1], [5, 6], [11, 12]]","[[1, 3], [7, 9], [15, 16]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",141,3,1,1
"A Tv é muito boa, entre os modelos e tamanhos esse aparelho supriu as minhas expectativas.","['A', 'Tv', 'é', 'muito', 'boa', ',', 'entre', 'os', 'modelos', 'e', 'tamanhos', 'esse', 'aparelho', 'supriu', 'as', 'minhas', 'expectativas', '.']","['tv', 'aparelho']","['muito boa', 'supriu as minhas expectativas']",[],[],,"[[1, 2], [12, 13]]","[[3, 5], [13, 17]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",451,2,1,1
"Excelente produto, entrega antes do prazo e em perfeito estado.","['Excelente', 'produto', ',', 'entrega', 'antes', 'do', 'prazo', 'e', 'em', 'perfeito', 'estado', '.']","['produto', 'entrega']","['excelente', 'antes do prazo e em perfeito estado']",[],[],,"[[1, 2], [3, 4]]","[[0, 1], [4, 11]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",441,2,1,1
Entrega antes do prazo e em excelentes condições. Produto muito bom.,"['Entrega', 'antes', 'do', 'prazo', 'e', 'em', 'excelentes', 'condições', '.', 'Produto', 'muito', 'bom', '.']","['entrega', 'produto']","['antes do prazo e em excelentes condições', 'muito bom']",[],[],,"[[0, 1], [9, 10]]","[[1, 8], [10, 12]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",431,2,1,1
"Produto bom, chegou antes do prazo e tudo funcionando perfeitamente. Só faltou no controle o botão de atalho para Netflix!","['Produto', 'bom', ',', 'chegou', 'antes', 'do', 'prazo', 'e', 'tudo', 'funcionando', 'perfeitamente', '.', 'Só', 'faltou', 'no', 'controle', 'o', 'botão', 'de', 'atalho', 'para', 'Netflix', '!']","['produto', 'controle']","['bom', 'botão de atalho para netflix']","['entrega', 'produto']","['chegou antes do prazo', 'tudo funcionando perfeitamente']",,"[[0, 1], [15, 16]]","[[1, 2], [17, 22]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",423,2,1,1
"Gostei da TV , recomendo , custo e beneficio. Compro varias coisas na americanas, rapidez e eficiencia","['Gostei', 'da', 'TV', ',', 'recomendo', ',', 'custo', 'e', 'beneficio', '.', 'Compro', 'varias', 'coisas', 'na', 'americanas', ',', 'rapidez', 'e', 'eficiencia']",['tv'],['gostei'],['produto'],['recomendo'],,"[[2, 3]]","[[0, 1]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",345,1,1,1
"Esse produto é muito bom, eu recomendo a todos. Ótima qualidade por um preço excelente.","['Esse', 'produto', 'é', 'muito', 'bom', ',', 'eu', 'recomendo', 'a', 'todos', '.', 'Ótima', 'qualidade', 'por', 'um', 'preço', 'excelente', '.']","['produto', 'preço']","['muito bom', 'excelente']","['produto', 'produto']","['recomendo a todos', 'ótima qualidade']",,"[[1, 2], [15, 16]]","[[3, 5], [16, 17]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']",413,2,1,1
"O produto é leve, prático, de fácil instalação. A qualidade da imagem é satisfatória e possui uma série de funções para deixá-la ao seu gosto.","['O', 'produto', 'é', 'leve', ',', 'prático', ',', 'de', 'fácil', 'instalação', '.', 'A', 'qualidade', 'da', 'imagem', 'é', 'satisfatória', 'e', 'possui', 'uma', 'série', 'de', 'funções', 'para', 'deixá-la', 'a', 'o', 'seu', 'gosto', '.']","['instalação', 'imagem', 'funções']","['fácil', 'satisfatória', 'deixá-la ao seu gosto']","['peso', 'usabilidade']","['leve', 'prático']",,"[[9, 10], [14, 15], [22, 23]]","[[8, 9], [16, 17], [24, 29]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",402,3,1,1
ótimo atendimento do submarino entrega Mega rápido e tv excelente amei muito.,"['ótimo', 'atendimento', 'do', 'submarino', 'entrega', 'Mega', 'rápido', 'e', 'tv', 'excelente', 'amei', 'muito', '.']","['atendimento', 'entrega', 'tv']","['ótimo', 'mega rápido', 'excelente']",['produto'],['amei muito'],,"[[1, 2], [4, 5], [8, 9]]","[[0, 1], [5, 7], [9, 10]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",391,3,1,1
Gostei muito da TV. Imagem de alta definição. Fácil instalação e manuseio do controle.,"['Gostei', 'muito', 'da', 'TV', '.', 'Imagem', 'de', 'alta', 'definição', '.', 'Fácil', 'instalação', 'e', 'manuseio', 'do', 'controle', '.']","['tv', 'imagem', 'instalação', 'manuseio do controle']","['gostei muito', 'alta definição', 'fácil', 'fácil']",[],[],,"[[3, 4], [5, 6], [11, 12], [13, 16]]","[[0, 2], [7, 9], [10, 11], [10, 11]]","['O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O']",381,4,1,1
Fácil instalação e manuseio Recomendo a todos que estejam comprando smart Tv Adquiri por um ótimo preço promoção Bem abaixo dos outros revendedores,"['Fácil', 'instalação', 'e', 'manuseio', 'Recomendo', 'a', 'todos', 'que', 'estejam', 'comprando', 'smart', 'Tv', 'Adquiri', 'por', 'um', 'ótimo', 'preço', 'promoção', 'Bem', 'abaixo', 'dos', 'outros', 'revendedores']","['instalação', 'manuseio', 'preço']","['fácil', 'fácil', 'ótimo']",[],[],,"[[1, 2], [3, 4], [16, 17]]","[[0, 1], [0, 1], [15, 16]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",371,3,1,1
"TV excelente, ótima imagem, pronta para conexão com a internet e aplicativos e redes sociais!","['TV', 'excelente', ',', 'ótima', 'imagem', ',', 'pronta', 'para', 'conexão', 'com', 'a', 'internet', 'e', 'aplicativos', 'e', 'redes', 'sociais', '!']","['tv', 'imagem', 'conexão']","['excelente', 'ótima', 'pronta']",[],[],,"[[0, 1], [4, 5], [8, 9]]","[[1, 2], [3, 4], [6, 7]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",161,3,1,1
TV excelente. Som e imagem perfeitos. Simples de monta e mexer. Entrega dentro do prazo. Super recomendo!,"['TV', 'excelente', '.', 'Som', 'e', 'imagem', 'perfeitos', '.', 'Simples', 'de', 'monta', 'e', 'mexer', '.', 'Entrega', 'dentro', 'do', 'prazo', '.', 'Super', 'recomendo', '!']","['tv', 'som', 'imagem', 'entrega']","['excelente', 'perfeitos', 'perfeitos', 'dentro do prazo']","['usabilidade', 'produto']","['dentro do prazo', 'super recomendo']",,"[[0, 1], [3, 4], [5, 6], [14, 15]]","[[1, 2], [6, 7], [6, 7], [15, 18]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",362,4,1,1
"Entrega antes do prazo,minha filha adorou ficou ótimo no quarto dela, recomendo ótimo produto.","['Entrega', 'antes', 'do', 'prazo', ',', 'minha', 'filha', 'adorou', 'ficou', 'ótimo', 'no', 'quarto', 'd', 'ela', ',', 'recomendo', 'ótimo', 'produto', '.']","['entrega', 'produto']","['antes do prazo', 'ótimo']",['produto'],['adorou'],,"[[0, 1], [17, 18]]","[[1, 4], [16, 17]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",152,2,1,1
Parabéns a americanas pelo excelente trabalho e produto! Chegou dentro do prazo e sem nenhuma reclamação da tv!,"['Parabéns', 'a', 'americanas', 'pelo', 'excelente', 'trabalho', 'e', 'produto', '!', 'Chegou', 'dentro', 'do', 'prazo', 'e', 'sem', 'nenhuma', 'reclamação', 'da', 'tv', '!']","['produto', 'tv']","['excelente', 'sem nenhuma reclamação']",['entrega'],['chegou dentro do prazo'],,"[[7, 8], [18, 19]]","[[4, 5], [14, 17]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",768,2,1,1
"Muito bom! recomendo. Atende a necessidade de um ambiante médio como, quarto ou sala não muito grande.","['Muito', 'bom', '!', 'recomendo', '.', 'Atende', 'a', 'necessidade', 'de', 'um', 'ambiante', 'médio', 'como', ',', 'quarto', 'ou', 'sala', 'não', 'muito', 'grande', '.']",[],[],"['produto', 'produto']","['muito bom', 'recomendo']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",201,0,0,1
"muito bom o produto, mais em especial a loja está de parabéns, compro bastante pela internet e em loja nenhuma tive uma entrega tao eficiente e eficaz, foi muito rapido mesmo.","['muito', 'bom', 'o', 'produto', ',', 'mais', 'em', 'especial', 'a', 'loja', 'está', 'de', 'parabéns', ',', 'compro', 'bastante', 'pela', 'internet', 'e', 'em', 'loja', 'nenhuma', 'tive', 'uma', 'entrega', 'tao', 'eficiente', 'e', 'eficaz', ',', 'foi', 'muito', 'rapido', 'mesmo', '.']","['produto', 'entrega', 'entrega']","['muito bom', 'eficiente e eficaz', 'muito rapido mesmo']",[],[],,"[[3, 4], [24, 25], [24, 25]]","[[0, 2], [26, 29], [31, 34]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",961,2,1,1
Entrega rápida e produto de boa qualidade. Recomendo a quem tiver interessado.,"['Entrega', 'rápida', 'e', 'produto', 'de', 'boa', 'qualidade', '.', 'Recomendo', 'a', 'quem', 'tiver', 'interessado', '.']","['entrega', 'produto']","['rápida', 'boa qualidade']",['produto'],['recomendo'],,"[[0, 1], [3, 4]]","[[1, 2], [5, 7]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",45,2,1,1
"Ela cumpre tudo que promete. A única falha é não ser FULL HD (mas hoje todas são HD e essa entrega uma taxa de atualização com Tecnologia 120Hz) diferentemente as demais que entregam 60Hz sem deixar rastros. Outro ponto que todo mundo reclama é o som por ser baixo. Mas não é um problema. Ela vem de fábrica realmente com som baixo por padrão, mas basta ir nas configurações de som que tudo se resolve e fica perfeita. É a TV que entrega a melhor resposta entre todas as concorrentes da categoria.","['Ela', 'cumpre', 'tudo', 'que', 'promete', '.', 'A', 'única', 'falha', 'é', 'não', 'ser', 'FULL', 'HD', '(', 'mas', 'hoje', 'todas', 'são', 'HD', 'e', 'essa', 'entrega', 'uma', 'taxa', 'de', 'atualização', 'com', 'Tecnologia', '120Hz', ')', 'diferentemente', 'as', 'demais', 'que', 'entregam', '60Hz', 'sem', 'deixar', 'rastros', '.', 'Outro', 'ponto', 'que', 'todo', 'mundo', 'reclama', 'é', 'o', 'som', 'por', 'ser', 'baixo', '.', 'Mas', 'não', 'é', 'um', 'problema', '.', 'Ela', 'vem', 'de', 'fábrica', 'realmente', 'com', 'som', 'baixo', 'por', 'padrão', ',', 'mas', 'basta', 'ir', 'nas', 'configurações', 'de', 'som', 'que', 'tudo', 'se', 'resolve', 'e', 'fica', 'perfeita', '.', 'É', 'a', 'TV', 'que', 'entrega', 'a', 'melhor', 'resposta', 'entre', 'todas', 'as', 'concorrentes', 'da', 'categoria', '.']","['full hd', 'som']","['única falha', 'baixo']",['produto'],['cumpre tudo que promete'],COMPARAÇÃO,"[[12, 14], [49, 50]]","[[7, 9], [52, 53]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1041,2,1,1
"TV com imagem excelente e som também, mas ela realmente peca um pouco nos aplicativos, quando você clica pra acessar um dos aplicativos, aparece a informação na tela que a TV esta sendo preparada, você tem que tentar varias vezes pra acessar.","['TV', 'com', 'imagem', 'excelente', 'e', 'som', 'também', ',', 'mas', 'ela', 'realmente', 'peca', 'um', 'pouco', 'nos', 'aplicativos', ',', 'quando', 'você', 'clica', 'pra', 'acessar', 'um', 'dos', 'aplicativos', ',', 'aparece', 'a', 'informação', 'na', 'tela', 'que', 'a', 'TV', 'esta', 'sendo', 'preparada', ',', 'você', 'tem', 'que', 'tentar', 'varias', 'vezes', 'pra', 'acessar', '.']","['imagem', 'som', 'aplicativos']","['excelente', 'excelente', 'peca um pouco']",[],[],,"[[2, 3], [5, 6], [15, 16]]","[[3, 4], [3, 4], [11, 14]]","['O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",921,3,1,1
"Ótimo produto, americanas como sempre com excelente atendimento. Amei, exatamente o que eu esperava!!!","['Ótimo', 'produto', ',', 'americanas', 'como', 'sempre', 'com', 'excelente', 'atendimento', '.', 'Amei', ',', 'exatamente', 'o', 'que', 'eu', 'esperava', '!', '!', '!']",['produto'],['ótimo'],['produto'],['amei'],,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",841,1,1,1
"Comprei este modelo 32 e 43 polegadas, ambos travam o menu e controle quando vc acabou de ligar a TV ou quando acessa netflix ou youtube. Isto se dá devido ao processador e memória cache baixos. Da impressão que é o controle mas não é, uma pena a Samsung economizar nisto.","['Comprei', 'este', 'modelo', '32', 'e', '43', 'polegadas', ',', 'ambos', 'travam', 'o', 'menu', 'e', 'controle', 'quando', 'vc', 'acabou', 'de', 'ligar', 'a', 'TV', 'ou', 'quando', 'acessa', 'netflix', 'ou', 'youtube', '.', 'Isto', 'se', 'dá', 'devido', 'a', 'o', 'processador', 'e', 'memória', 'cache', 'baixos', '.', 'Da', 'impressão', 'que', 'é', 'o', 'controle', 'mas', 'não', 'é', ',', 'uma', 'pena', 'a', 'Samsung', 'economizar', 'n', 'isto', '.']","['menu', 'controle', 'processador', 'memória cache']","['travam', 'travam', 'baixos', 'baixos']",[],[],,"[[11, 12], [13, 14], [34, 35], [36, 38]]","[[9, 10], [9, 10], [38, 39], [38, 39]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",981,4,1,1
É uma ótima TV e recomendo a todos! Imagem e som perfeitos!!! Estou amando ver meus filmes e séries!!!,"['É', 'uma', 'ótima', 'TV', 'e', 'recomendo', 'a', 'todos', '!', 'Imagem', 'e', 'som', 'perfeitos', '!', '!', '!', 'Estou', 'amando', 'ver', 'meus', 'filmes', 'e', 'séries', '!', '!', '!']","['tv', 'tv', 'imagem', 'som']","['ótima', 'recomendo', 'perfeitos', 'perfeitos']",[],[],,"[[3, 4], [3, 4], [9, 10], [11, 12]]","[[2, 3], [5, 6], [12, 13], [12, 13]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",55,3,1,1
"Atendeu todas as expectativas, recomendo Samsung top de tv pra mim.","['Atendeu', 'todas', 'as', 'expectativas', ',', 'recomendo', 'Samsung', 'top', 'de', 'tv', 'pra', 'mim', '.']",['samsung'],['top'],"['produto', 'produto']","['atendeu todas as expectativas', 'recomendo']",,"[[6, 7]]","[[7, 8]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",13,1,1,1
"Excelente produto, agora assisto a TV com uma super imagem, conversor digital, e de quebra posso assistir filmes na Netflix ou Vídeos no Youtube quando quero aulas de alongamento, relaxamento, ou qualquer outro tutorial","['Excelente', 'produto', ',', 'agora', 'assisto', 'a', 'TV', 'com', 'uma', 'super', 'imagem', ',', 'conversor', 'digital', ',', 'e', 'de', 'quebra', 'posso', 'assistir', 'filmes', 'na', 'Netflix', 'ou', 'Vídeos', 'no', 'Youtube', 'quando', 'quero', 'aulas', 'de', 'alongamento', ',', 'relaxamento', ',', 'ou', 'qualquer', 'outro', 'tutorial']","['produto', 'imagem']","['excelente', 'super']",[],[],,"[[1, 2], [10, 11]]","[[0, 1], [9, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",851,2,1,1
"Otima imagem e som... super recomendo.. comprei uma e gostei tanto do preço e qualidade que comprei outra idêntica para meu noivo. Entrega super rápida, recebi em 5 dias úteis.","['Otima', 'imagem', 'e', 'som', '...', 'super', 'recomendo', '..', 'comprei', 'uma', 'e', 'gostei', 'tanto', 'do', 'preço', 'e', 'qualidade', 'que', 'comprei', 'outra', 'idêntica', 'para', 'meu', 'noivo', '.', 'Entrega', 'super', 'rápida', ',', 'recebi', 'em', '5', 'dias', 'úteis', '.']","['imagem', 'som', 'preço', 'entrega']","['otima', 'otima', 'gostei', 'super rápida']","['produto', 'produto']","['super recomendo', 'qualidade']",,"[[1, 2], [3, 4], [14, 15], [25, 26]]","[[0, 1], [0, 1], [11, 12], [26, 28]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",831,4,1,1
